0, 1000, -5000, 5000
0.0009996891021728516, 729.6624418228357, -2581.1134342307096, 853.8666883682235, 3974.554583957315
0.06645560264587402, 286.58337210697715, -856.4949746257953, 650.6164007386219, 1160.8440355799503
0.12641096115112305, 405.9939361187631, -1733.0256644651645, 705.5627182176592, -1149.1612106551088
0.19350171089172363, 482.76730765677166, -2628.8564319451334, 365.26498680396423, 1217.8786194893646
0.21641063690185547, 811.6746552559811, -777.1571787269095, 927.8401763383442, 4829.619692805201
0.3111298084259033, 64.77965253379536, 1191.1665295367284, 549.8548631017767, -2313.8277478922487
0.3973076343536377, 185.27421217303197, -690.0518936863291, 343.3144923415943, 240.18474392882672
0.42225003242492676, 184.1487989408691, 2107.7803104865197, 285.3790645768183, -3782.0507152779737
0.4966702461242676, 811.8936741338599, 25.911404083785783, 118.18794759003704, -4315.676789464943
0.5788149833679199, 706.1324100342596, -2780.897224437464, 947.7200922459674, 3414.1540646680987
0.6616036891937256, 499.67821365198853, 3571.778176263164, 917.5875336727893, 2599.3294464008586
0.6636171340942383, 656.6412374321094, 4190.398264339226, 512.9058476020218, -38.86490001181937
0.7191426753997803, 709.2353890590147, 3988.696976872754, 295.09641941484375, 896.2187807357122
0.7491700649261475, 269.0229542370671, -540.8863300659486, 17.552482835588634, -357.60433679886137
0.8319611549377441, 435.15969329137295, -4914.969541155183, 219.12914076364055, 2212.1966739304908
0.8580472469329834, 357.73947746656177, 815.5698744901911, 873.9149614199896, -2859.5807394261965
0.9522428512573242, 475.6429215876056, 3933.1979780368656, 578.1732864805498, 3994.0639025607925
0.9865765571594238, 881.5247822904294, -3034.655162567348, 217.22522499030373, 1849.525399654589
1.0044479370117188, 776.8244300545902, -2488.4357960069515, 5.149375586346094, -2510.8448843609976
1.0965220928192139, 392.170078116457, 1261.5976861328118, 339.7700570346497, -989.9534167556976
1.1363856792449951, 584.1852295412929, 4247.559010131268, 93.45154982487148, 1747.8379513851032
1.1677775382995605, 202.61536527023637, -4612.680598646031, 251.11358882321522, 4032.898210616766
1.191105842590332, 498.95092746726266, -2376.3787585336336, 830.904078451685, 2402.5746960424613
1.2147669792175293, 6.94768563164927, -3818.4117047659515, 818.589568831066, -109.69255363943466
1.2576689720153809, 609.2188602062647, -495.2994064917575, 265.023959925062, 1793.449782800596
1.2956633567810059, 89.71398163722854, -2046.110759918719, 6.308094682248688, -4940.099664937547
1.29667067527771, 666.3988803064994, 1888.4979860030226, 117.0587251359131, -1729.5815856665477
1.3956685066223145, 463.0649330889486, 946.2817071581167, 685.1934776293052, -4449.430410896553
1.4936997890472412, 525.7336544141871, -776.8288428191518, 424.7627574768824, -1997.648883486941
1.5865976810455322, 104.74592273651461, 3184.2918421288523, 953.8259742869717, -38.23550053761301
1.6126642227172852, 928.2557511755161, 42.28943774574054, 735.5790431582695, -619.4569443340451
1.6186022758483887, 970.7804528658943, 4696.528832184165, 641.4718912814129, 4032.9014474593896
1.6940126419067383, 666.3097145635584, 4300.418967549873, 754.952713668992, 4986.724067201141
1.698004961013794, 184.52048546428946, 296.8522072889946, 860.6298622485346, -4655.277842996081
1.7950282096862793, 96.75178672901808, 145.4058861886224, 523.1877020520161, -4128.674762267768
1.8501110076904297, 69.46505905607125, -2441.807698182049, 809.2513100510171, 4766.30338038069
1.8521134853363037, 719.7844544866655, 1946.9381684338514, 178.15590400733504, 289.5844172013785
1.8541150093078613, 101.90479214214764, -1082.3631105018162, 113.54639104439357, 2269.3935194334654
1.9528894424438477, 60.00441687342506, 3970.556560833653, 532.2250770623664, -1984.6772740577012
1.9847843647003174, 764.3009105509542, -224.52000748299452, 740.4844445699166, -1300.7037079955653
1.993809700012207, 855.0392912339753, 3447.6930553853817, 602.7517022505459, 3387.4632477394825
2.0274078845977783, 643.411774416362, 4545.592247114326, 887.8088125644905, -2947.928499425316
2.0914316177368164, 756.2062306899928, -154.13968563327398, 637.79787976399, 2068.425410403889
2.1363892555236816, 712.6959373952176, 4796.290381877936, 848.4925155541059, -926.4463143834669
2.2261593341827393, 696.1211950386311, 3191.5337359801533, 487.3899167884811, 4378.108901674073
2.2862141132354736, 51.57970576535631, -1161.6377740448302, 671.7807325597953, -1045.015528793042
2.3009448051452637, 351.86313734700826, 2914.3676361498274, 203.4892931629395, 1617.757311211858
2.3439321517944336, 196.72516609877866, 734.153532235191, 188.69629016138722, 3598.113093894328
2.429020643234253, 768.4647736816768, 3421.363953139491, 839.211438037808, -4608.913085097605
2.4773478507995605, 437.1961814373827, 4195.979366929707, 712.2310228896835, 360.47984218210513
2.577090263366699, 275.6169890919999, 3185.531821796443, 723.4415278285236, -810.9701423652323
2.58107852935791, 679.0401949141592, -1554.22366392312, 8.941765109587996, -132.34349218659918
2.6726880073547363, 645.3914648560008, -1633.187154219399, 376.5467376069093, 2441.6150600695237
2.734534740447998, 107.02573855725161, -1186.5840068272992, 138.451375225627, -1260.1429704199486
2.7421648502349854, 657.4181257389159, -3246.1590321177314, 387.93988222702626, -3210.1228555667526
2.7976722717285156, 500.8862417790051, 1881.8141959772538, 476.89697788386275, -1858.934431607614
2.8975367546081543, 916.285681554726, 4166.173735521266, 654.4128271296274, -384.8331488013191
2.9912049770355225, 86.48771512298914, 2108.5683053595776, 202.21700023488364, -2981.0472000555956
3.037945032119751, 689.2273684567343, 1437.013441371032, 293.92705417406586, -3818.564576865072
3.092967987060547, 865.1774940846788, 2406.022736603578, 696.4092398305174, -1005.4534544663607
3.1440701484680176, 106.69730012558787, 3130.4859206846295, 576.7305862197927, -1861.7562055598191
3.181842803955078, 505.71387145974666, 4508.289565386751, 194.4201732762736, -2682.517625292187
3.2346174716949463, 551.9426005410962, 1142.7536645886412, 876.6756387776089, 3946.472059006088
3.2796640396118164, 792.147725835958, -931.2894230591241, 753.6027050081383, -4570.873258560643
3.3503642082214355, 993.8371375094314, 4822.063102690236, 531.8205997807219, -56.20743185566971
3.405609130859375, 179.76036205888602, -3345.557585522847, 268.6786320352773, 2785.607464500018
3.4988725185394287, 23.40805716740546, 3258.3471448647324, 869.6772086754834, -3507.35604063783
3.503903865814209, 194.71891742408275, -1992.863629621008, 388.81754375229957, -2245.8771705928393
3.5248870849609375, 521.3591845796584, -1319.1451338396932, 644.1388438868977, 2694.268380729178
3.5448927879333496, 503.5784212830694, -2120.644085787772, 202.54374245222263, -2690.6313845736063
3.547893762588501, 912.8667569192946, 867.0899442820946, 141.57768554959117, -427.82444566958566
3.6317665576934814, 691.2278789546887, -2036.0373274813091, 837.0074508405717, 3982.055117261276
3.7254087924957275, 924.6517871873835, 1248.4564938575968, 255.38850005021453, -4660.576392832829
3.7324106693267822, 497.0308602574884, 1736.3990822563492, 501.9400924536135, -148.0620740991426
3.7621548175811768, 338.76691830375484, -264.2301436239013, 310.74990087763666, -2022.934055554333
3.7966666221618652, 623.2201884872476, -2285.525172967089, 357.00430655170476, -666.0986149020073
3.7966666221618652, -inf, -2285.525172967089, 357.00430655170476, -666.0986149020073
3.8091816902160645, 881.8866816464209, -3178.9489234488055, 852.3584549258615, -2240.6030982322054
3.8424882888793945, 287.1994081953798, 3083.3176168442087, 689.4783487829377, -4062.1355198552565
3.927006959915161, 757.2812944330822, 1359.0878427177613, 678.5294489944573, -3906.00744707455
3.9528260231018066, 457.92043261117976, 2320.2856598713097, 947.993672499607, -194.01066915036972
4.020439624786377, 126.60899383211665, 2516.2797375406235, 704.2968392356817, 4275.2923588836475
4.033444166183472, 674.5507495678899, -1286.1042626633525, 148.23808005547056, 2229.209554070496
4.087494850158691, 792.5764286609959, 4902.5258229064475, 356.18915520988594, -3848.977519479757
4.149099349975586, 913.1107325938378, 2050.9725848502203, 549.3337350546793, 2901.681658781863
4.171165466308594, 984.2833043467323, -1832.3163203085523, 427.9051773950011, 2002.1054792209106
4.226149320602417, 774.6126262022568, 3802.025471744444, 774.8821508306037, -711.4406974843077
4.243866443634033, 367.21574427303483, -454.6687272518693, 750.771816199596, -431.70478856880345
4.2978105545043945, 422.6717909090589, 2526.5709630692736, 682.762785209396, -4582.91841910027
4.3220055103302, 404.6278015661133, -4965.75330973332, 773.7139553654516, 278.1116758718381
4.326044797897339, 250.9316177502168, 2695.3599028000253, 365.34571942860936, -4957.9246372503185
4.3672473430633545, 300.3210615077586, 1432.908251927638, 445.0200504333469, 2598.582902872118
4.3910133838653564, 957.1540591646756, 3127.7747743781338, 688.0864409073781, -4618.433938283069
4.484909772872925, 315.660696608392, -2345.5385498524283, 610.3592965344579, -3149.640530771834
4.516916275024414, 847.0165794257045, -787.2287055013376, 940.0886750532978, 961.9061275897611
4.589941024780273, 142.62553972362613, -3810.7432045026835, 309.39748821316823, -933.8892032068024
4.661721229553223, 949.2104954247768, -3350.363312672782, 990.7145783052013, 139.12802732904038
4.6995930671691895, 444.45366347532513, -3352.0039987122063, 74.97888302746946, 4962.147750334638
4.714216232299805, 447.0871872258205, -4021.192227701984, 14.70242404156874, 1519.4528764204251
4.735516548156738, 837.5402665044741, 4017.6120281671974, 841.0844062182573, -2532.1698500262078
4.823802947998047, 583.2314351674358, 592.3733183305621, 80.87424842203616, -3543.20008537785
4.861859560012817, 873.4491998969668, 4984.803240163625, 525.954002898326, 275.87671290397157
4.907004117965698, 470.837059243967, -1857.2871719842133, 652.1566119140307, 3521.3616655407095
4.997542858123779, 962.8774398508859, 3511.167274642299, 609.5473176851901, 1625.4191056158188
